review,Recommended IND
ভাই দোয়া রইল অসাধারণ একটা ছবি,happy
আপনি ভীষণ সুন্দর মনের মানুষ,happy
ভাল অভিনয়ের জন্য অনেক অনেক ধন্যবাদ,happy
সুস্থ ও সুন্দরভাবে দীর্ঘজীবন লাভ করুক,happy
সব বাবামার প্রতি অপরিসীম ভালোবাসা,happy
আপনার মা কি সুন্দর চিরন্তন মাতৃমূর্তি,happy
১৫ই আগস্টবঙ্গবন্ধুর জন্য কাঁদুন আর বর্ণচোরা বেঈমান বিশ্বাসঘাতকদের ঘৃণা করুন,sad
১৫ আগস্ট জাতীয় শোক দিবস এই কালরাত্রিতে শহীদ সকলের প্রতি গভীর শ্রদ্ধাঞ্জলি,sad
হাসিটা কিন্তু অসাধারণ লাগছে,happy
পৃথিবী জয় করার মত হাসিতাই তোমাকে এত ভালবাসিভালোবাসা অবিরাম গুরু,happy
হাসিটা সত্যিই খুব টাটকা মনে হয়েছেদাদা,happy
এ হাসি জেন চিরকাল দেখতে পাই,excited
দাঁত গুলোর জন্যই বিশেষ করে আপনাকে ভালো লাগে,happy
আপনি সেই ব্যাক্তি যার কোনো হেটার্স নেই রেস্পেক্ট,happy
সব কিছু মুছে যাবে একদিনরয়ে যাব স্মৃতিরও পাতায়,sad
ছবি খুব সুন্দর হয়েছে দাদাশুভ কামনা,happy
আমরা গভীর শোকাহত তিমার আত্মার মাগফিরাত কামনা করছি আমিন,sad
এতো গুনি মানুষ হারালাম হায়রে ২০২০ বিষে ভরা সাল শ্রদ্ধা আর চোখের পানি আছে দেওয়ার,sad
উনার লেখা গানগুলো দারুণ লাগে,happy
খুব বেশি সুন্দর দৃশ্য মন খারাপ করে দেয়,sad
সত্যিই সেলুট ওদের জন্য ভগবান ওদের মঙ্গল করুন,happy
নিরন্তর ভালবাসা রইলো ঐ সমস্ত সেচ্ছাসেবীদের জন্য,happy
বাঘের গর্জনঅনেক অনেক শুভকামনা রইল প্রিয়,happy
এখানেই পারবাজাতীয় দলে তো মাঝে মাঝে কুওার মতো মাইর খাও,angry
ভায়ের আগের সেই কাটার আসতেছে খুব ভালো খেলছেন,happy
ভাললাগার মানুষের তালিকায় আপনি শীর্ষে ভাই,happy
লেখক ভাইয়া অনেক সুন্দর লাগছে,happy
